194.85	178.033
195.11	178.033
195.38	178.033
195.65	-88.382
195.91	45.850
196.18	126.906
196.45	62.270
196.71	182.734
196.98	-715.556
197.24	-2.542
197.51	1236.585
197.78	269.565
198.04	4.460
198.31	-502.597
198.58	-224.590
198.84	145.789
199.11	781.395
199.37	-163.176
199.64	16.683
199.91	41.888
200.17	-4.892
200.44	-12.113
200.71	41.370
200.97	38.571
201.24	26.651
201.50	36.312
201.77	20.734
202.04	22.232
202.30	-0.879
202.57	31.683
202.83	35.750
203.10	19.542
203.37	6.634
203.63	46.465
203.90	-16.208
204.16	12.637
204.43	45.461
204.70	39.960
204.96	-11.862
205.23	8.598
205.49	-38.093
205.76	22.227
206.02	8.376
206.29	12.913
206.56	15.954
206.82	-10.142
207.09	32.767
207.35	54.783
207.62	17.791
207.88	8.772
208.15	27.333
208.42	28.254
208.68	35.941
208.95	18.640
209.21	23.045
209.48	18.670
209.74	29.326
210.01	-3.711
210.28	20.871
210.54	50.199
210.81	4.194
211.07	22.387
211.34	26.181
211.60	29.272
211.87	-19.137
212.14	24.306
212.40	31.793
212.67	14.766
212.93	8.802
213.20	-9.673
213.46	11.156
213.73	26.454
213.99	12.773
214.26	53.329
214.52	41.174
214.79	16.965
215.06	32.787
215.32	-19.550
215.59	33.333
215.85	17.677
216.12	6.424
216.38	5.143
216.65	23.292
216.91	16.207
217.18	33.873
217.44	23.205
217.71	46.467
217.97	2.907
218.24	46.971
218.50	7.793
218.77	27.922
219.03	29.459
219.30	-13.386
219.56	26.476
219.83	-14.270
220.09	2.667
220.36	13.403
220.62	35.570
220.89	39.188
221.16	22.311
221.42	35.968
221.69	-14.317
221.95	33.652
222.22	42.595
222.48	4.472
222.75	26.695
223.01	24.228
223.28	17.836
223.54	37.525
223.81	49.182
224.07	31.367
224.33	12.334
224.60	14.739
224.86	43.667
225.13	12.005
225.39	16.321
225.66	-8.668
225.92	4.524
226.19	8.410
226.45	38.610
226.72	31.051
226.98	23.963
227.25	32.686
227.51	22.143
227.78	21.481
228.04	27.397
228.31	-24.416
228.57	34.104
228.84	17.088
229.10	-0.093
229.37	-2.989
229.63	-9.157
229.89	-9.053
230.16	30.728
230.42	-0.494
230.69	8.214
230.95	10.600
231.22	0.116
231.48	-0.243
231.75	17.391
232.01	46.176
232.28	15.228
232.54	-11.506
232.80	68.300
233.07	36.132
233.33	10.012
233.60	27.073
233.86	14.797
234.13	17.926
234.39	17.130
234.66	64.804
234.92	45.277
235.18	16.526
235.45	2.825
235.71	-4.536
235.98	29.199
236.24	19.188
236.51	-33.226
236.77	29.120
237.03	55.426
237.30	12.481
237.56	31.557
237.83	-8.878
238.09	12.585
238.36	-4.345
238.62	25.399
238.88	15.546
239.15	14.176
239.41	9.655
239.68	20.990
239.94	2.678
240.20	32.496
240.47	18.494
240.73	25.431
241.00	24.241
241.26	-43.584
241.52	28.004
241.79	15.936
242.05	29.092
242.32	28.358
242.58	6.220
242.84	27.328
243.11	12.944
243.37	7.795
243.64	12.206
243.90	-10.552
244.16	50.950
244.43	-13.805
244.69	36.953
244.96	29.834
245.22	17.044
245.48	50.924
245.75	19.411
246.01	35.576
246.27	-7.260
246.54	40.391
246.80	44.949
247.07	23.081
247.33	0.538
247.59	16.051
247.86	-6.448
248.12	28.625
248.38	15.028
248.65	30.873
248.91	15.516
249.18	0.722
249.44	5.510
249.70	46.729
249.97	29.153
250.23	-0.722
250.49	27.106
250.76	16.910
251.02	27.058
251.28	23.500
251.55	35.529
251.81	25.315
252.07	-3.569
252.34	-11.681
252.60	11.242
252.86	7.495
253.13	14.974
253.39	29.240
253.65	41.981
253.92	6.455
254.18	-19.055
254.44	19.573
254.71	39.910
254.97	-8.703
255.23	18.897
255.50	35.288
255.76	2.622
256.02	13.527
256.29	52.812
256.55	22.611
256.81	17.281
257.08	48.582
257.34	-21.050
257.60	25.891
257.87	29.812
258.13	47.625
258.39	9.520
258.66	34.821
258.92	14.842
259.18	18.743
259.45	42.685
259.71	-11.756
259.97	15.750
260.23	0.699
260.50	20.482
260.76	-0.214
261.02	35.438
261.29	13.333
261.55	46.728
261.81	-2.975
262.08	29.718
262.34	41.267
262.60	1.945
262.86	5.030
263.13	56.178
263.39	9.524
263.65	5.907
263.92	13.605
264.18	10.049
264.44	56.915
264.70	36.418
264.97	0.569
265.23	-20.895
265.49	3.916
265.76	9.143
266.02	18.496
266.28	-19.600
266.54	19.343
266.81	15.526
267.07	28.942
267.33	5.694
267.59	-11.381
267.86	32.786
268.12	34.300
268.38	15.373
268.64	15.864
268.91	42.925
269.17	31.089
269.43	42.147
269.70	6.293
269.96	38.940
270.22	-30.291
270.48	38.440
270.75	-22.725
271.01	42.201
271.27	7.435
271.53	24.376
271.79	25.162
